   text	   data	    bss	    dec	    hex	filename
   1526	   1128	      0	   2654	    a5e	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/light/al3320a.ko
  11590	   2064	      0	  13654	   3556	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/light/ltr501.ko
   6327	   1640	      0	   7967	   1f1f	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/light/stk3310.ko
   4570	   1224	      0	   5794	   16a2	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/light/max44000.ko
   6043	   1152	      0	   7195	   1c1b	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/light/us5182d.ko
   8882	   1288	      0	  10170	   27ba	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/light/apds9960.ko
   1926	   1016	      0	   2942	    b7e	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/light/cros_ec_light_prox.ko
   3871	   1312	      0	   5183	   143f	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/light/lv0104cs.ko
   3212	   1168	      0	   4380	   111c	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/light/cm3232.ko
   7364	   1224	      0	   8588	   218c	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/light/isl29028.ko
   3532	   1224	      0	   4756	   1294	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/light/tcs3414.ko
  17636	   1400	      0	  19036	   4a5c	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/light/si1145.ko
   4146	   1128	      0	   5274	   149a	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/light/vl6180.ko
   3599	   1128	      0	   4727	   1277	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/light/pa12203001.ko
   2481	   1128	      0	   3609	    e19	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/light/cm3323.ko
   5591	   1224	      0	   6815	   1a9f	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/light/cm36651.ko
   2634	   1072	      0	   3706	    e7a	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/light/bh1780.ko
   2776	   1152	      0	   3928	    f58	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/light/cm32181.ko
  19494	   1408	      0	  20902	   51a6	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/light/tsl2772.ko
   1513	    944	      8	   2465	    9a1	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/industrialio-sw-trigger.ko
   3621	    992	      0	   4613	   1205	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/ad5761.ko
   1326	   1072	      0	   2398	    95e	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/ad5696-i2c.ko
   3799	   1072	      0	   4871	   1307	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/ti-dac5571.ko
   3109	    992	      0	   4101	   1005	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/ad5421.ko
   3907	    992	      0	   4899	   1323	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/ad5764.ko
   3314	   1128	      0	   4442	   115a	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/ad5504.ko
   3876	   1072	      0	   4948	   1354	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/ds4424.ko
   1456	   1072	      0	   2528	    9e0	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/ad5593r.ko
   5118	   1088	      0	   6206	   183e	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/ad5360.ko
   7000	   1408	      0	   8408	   20d8	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/ad5380.ko
   4201	   1152	      0	   5353	   14e9	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/mcp4725.ko
   2684	    992	      0	   3676	    e5c	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/mcp4922.ko
   4464	    992	      0	   5456	   1550	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/ad5624r_spi.ko
   1804	    992	      0	   2796	    aec	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/ad5686-spi.ko
  23173	   1248	      0	  24421	   5f65	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/ad5064.ko
   3552	   1016	    160	   4728	   1278	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/cio-dac.ko
   3494	    992	      0	   4486	   1186	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/ti-dac082s085.ko
   2811	    992	      0	   3803	    edb	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/ad7303.ko
   6407	    992	      0	   7399	   1ce7	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/ltc2632.ko
   3417	    992	      0	   4409	   1139	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/ad5449.ko
   5342	    992	      0	   6334	   18be	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/ad5592r-base.ko
   2807	   5568	      0	   8375	   20b7	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/ad5686.ko
   5538	    992	      0	   6530	   1982	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/ad5755.ko
   4097	    992	      0	   5089	   13e1	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/ad5791.ko
   2194	    992	      0	   3186	    c72	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/ad5592r.ko
   2056	   1072	      0	   3128	    c38	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/m62332.ko
   8965	   1248	      0	  10213	   27e5	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/ad5446.ko
   3007	   1072	      0	   4079	    fef	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/max517.ko
   3287	    992	      0	   4279	   10b7	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dac/ad8801.ko
   1428	    960	      0	   2388	    954	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/trigger/iio-trig-hrtimer.ko
   1549	   1808	      0	   3357	    d1d	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/trigger/iio-trig-sysfs.ko
   1071	    880	      0	   1951	    79f	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/trigger/iio-trig-loop.ko
    876	   1016	      0	   1892	    764	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/trigger/iio-trig-interrupt.ko
   2077	   1072	      0	   3149	    c4d	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/mc3230.ko
   2050	   1072	      0	   3122	    c32	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/da280.ko
   2218	   1072	      0	   3290	    cda	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/da311.ko
   1381	    992	      0	   2373	    945	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/bmc150-accel-spi.ko
   3230	   1072	      0	   4302	   10ce	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/bmc150-accel-i2c.ko
   1598	   1072	      0	   2670	    a6e	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/dmard09.ko
   8225	    992	      0	   9217	   2401	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/st_accel.ko
   9292	   1276	      0	  10568	   2948	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/mma9553.ko
   1868	   1072	      0	   2940	    b7c	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/st_accel_i2c.ko
   3007	    992	      0	   3999	    f9f	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/adis16209.ko
   2199	   1632	      0	   3831	    ef7	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/cros_ec_accel_legacy.ko
   4688	   1224	      0	   5912	   1718	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/stk8ba50.ko
   4022	    904	      0	   4926	   133e	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/kxsd9.ko
   2998	   1128	      0	   4126	   101e	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/mma7660.ko
   1518	    992	      0	   2510	    9ce	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/st_accel_spi.ko
   2259	   1152	      0	   3411	    d53	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/mxc6255.ko
   8442	   1400	      0	   9842	   2672	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/bma180.ko
   7842	   1072	      0	   8914	   22d2	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/mma8452.ko
  10752	   1328	      0	  12080	   2f30	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/kxcjk-1013.ko
    809	   1072	      0	   1881	    759	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/kxsd9-i2c.ko
   5003	   1152	      0	   6155	   180b	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/mma9551.ko
   4781	    832	      0	   5613	   15ed	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/mma9551_core.ko
   1345	   1072	      0	   2417	    971	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/mma7455_i2c.ko
   4223	   1208	      0	   5431	   1537	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/mxc4005.ko
    640	    992	      0	   1632	    660	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/mma7455_spi.ko
   2927	    904	      0	   3831	    ef7	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/mma7455_core.ko
   2794	    992	      0	   3786	    eca	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/adis16201.ko
   1902	   1016	      0	   2918	    b66	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/ssp_accel_sensor.ko
   2333	   1072	      0	   3405	    d4d	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/dmard10.ko
  13770	   1464	      0	  15234	   3b82	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/bmc150-accel-core.ko
    893	    992	      0	   1885	    75d	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/kxsd9-spi.ko
   4369	   1336	      0	   5705	   1649	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/hid-sensor-accel-3d.ko
   3568	   1064	      0	   4632	   1218	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/bma220_spi.ko
   9176	   1152	      0	  10328	   2858	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/sca3000.ko
   5413	   1224	      0	   6637	   19ed	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/accel/stk8312.ko
    747	    992	      0	   1739	    6cb	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/magnetometer/st_magn_spi.ko
   4738	   1152	      0	   5890	   1702	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/magnetometer/mag3110.ko
   5078	   1656	      0	   6734	   1a4e	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/magnetometer/hid-sensor-magn-3d.ko
   7774	   1088	      0	   8862	   229e	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/magnetometer/bmc150_magn.ko
   2616	   1072	      0	   3688	    e68	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/magnetometer/hmc5843_i2c.ko
   1225	    992	      0	   2217	    8a9	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/magnetometer/hmc5843_spi.ko
   1940	   1072	      0	   3012	    bc4	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/magnetometer/bmc150_magn_i2c.ko
    991	    992	      0	   1983	    7bf	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/magnetometer/bmc150_magn_spi.ko
   6186	    992	      0	   7178	   1c0a	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/magnetometer/hmc5843_core.ko
   4600	   1240	      0	   5840	   16d0	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/magnetometer/mmc35240.ko
    911	   1072	      0	   1983	    7bf	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/magnetometer/st_magn_i2c.ko
   9488	   1152	      0	  10640	   2990	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/magnetometer/ak8975.ko
   5532	    992	      0	   6524	   197c	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/magnetometer/st_magn.ko
   2176	    992	      0	   3168	    c60	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/gyro/adis16080.ko
   1071	   1072	      0	   2143	    85f	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/gyro/st_gyro_i2c.ko
   9532	   1048	      0	  10580	   2954	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/gyro/bmg160_core.ko
  10431	   1488	      0	  11919	   2e8f	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/gyro/mpu3050.ko
   3465	   1336	      0	   4801	   12c1	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/gyro/hid-sensor-gyro-3d.ko
   4884	   1312	      0	   6196	   1834	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/gyro/itg3200.ko
    941	    992	      0	   1933	    78d	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/gyro/bmg160_spi.ko
   1689	    992	      0	   2681	    a79	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/gyro/adis16130.ko
   1075	   1072	      0	   2147	    863	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/gyro/bmg160_i2c.ko
   5034	   1088	      0	   6122	   17ea	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/gyro/adis16136.ko
   1884	   1016	      0	   2900	    b54	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/gyro/ssp_gyro_sensor.ko
   3936	    992	      0	   4928	   1340	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/gyro/adxrs450.ko
   3948	    992	      0	   4940	   134c	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/gyro/st_gyro.ko
   4450	    992	      0	   5442	   1542	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/gyro/adis16260.ko
   1147	    992	      0	   2139	    85b	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/gyro/st_gyro_spi.ko
   6735	   1016	    160	   7911	   1ee7	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/counter/104-quad-8.ko
   2895	    992	      0	   3887	    f2f	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/resolver/ad2s1200.ko
   5708	    832	      0	   6540	   198c	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/imu/adis_lib.ko
  10497	   1320	      0	  11817	   2e29	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/imu/kmx61.ko
  17576	   1552	      0	  19128	   4ab8	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/imu/adis16400.ko
   9477	    992	      0	  10469	   28e5	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/imu/adis16480.ko
   4849	   1128	      0	   5977	   1759	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/imu/bmi160/bmi160_core.ko
    695	   1072	      0	   1767	    6e7	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/imu/bmi160/bmi160_i2c.ko
    740	    992	      0	   1732	    6c4	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/imu/bmi160/bmi160_spi.ko
  10631	   1336	      0	  11967	   2ebf	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/imu/inv_mpu6050/inv-mpu6050.ko
   5697	   1072	      4	   6773	   1a75	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/imu/inv_mpu6050/inv-mpu6050-i2c.ko
   1473	    992	      0	   2465	    9a1	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/imu/inv_mpu6050/inv-mpu6050-spi.ko
   2575	   1072	      0	   3647	    e3f	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/imu/st_lsm6dsx/st_lsm6dsx_i2c.ko
   8653	   1088	      0	   9741	   260d	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/imu/st_lsm6dsx/st_lsm6dsx.ko
   2649	    992	      0	   3641	    e39	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/imu/st_lsm6dsx/st_lsm6dsx_spi.ko
   6048	   1056	      0	   7104	   1bc0	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/humidity/hts221.ko
   3131	   1288	      0	   4419	   1143	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/humidity/htu21.ko
    900	   1016	      0	   1916	    77c	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/humidity/dht11.ko
   1631	   1072	      0	   2703	    a8f	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/humidity/si7005.ko
   2425	   1064	      0	   3489	    da1	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/humidity/hid-sensor-humidity.ko
   1366	   1072	      0	   2438	    986	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/humidity/hts221_i2c.ko
   5463	   1288	      0	   6751	   1a5f	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/humidity/hdc100x.ko
   1315	    992	      0	   2307	    903	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/humidity/hts221_spi.ko
   2609	   1072	      0	   3681	    e61	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/humidity/am2315.ko
   1870	   1072	      0	   2942	    b7e	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/humidity/si7020.ko
    559	    832	      0	   1391	    56f	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/industrialio-triggered-event.ko
    430	   1000	      0	   1430	    596	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/industrialio-configfs.ko
   6358	    992	      0	   7350	   1cb6	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/potentiometer/mcp4131.ko
   1786	   1072	      0	   2858	    b2a	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/potentiometer/mcp4018.ko
   1881	   1072	      0	   2953	    b89	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/potentiometer/ad5272.ko
   1849	   1072	      0	   2921	    b69	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/potentiometer/tpl0102.ko
   1416	   1072	      0	   2488	    9b8	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/potentiometer/ds1803.ko
   1956	    992	      0	   2948	    b84	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/potentiometer/max5487.ko
   5512	   1072	      0	   6584	   19b8	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/potentiometer/mcp4531.ko
   1949	    992	      0	   2941	    b7d	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/potentiometer/max5481.ko
   1857	   1224	      0	   3081	    c09	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/temperature/tsys02d.ko
   5629	   1688	      0	   7317	   1c95	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/temperature/mlx90614.ko
   4060	   1128	      0	   5188	   1444	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/temperature/tmp007.ko
   2298	   1128	      0	   3426	    d62	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/temperature/tmp006.ko
   2418	   1064	      0	   3482	    d9a	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/temperature/hid-sensor-temperature.ko
   6090	   1392	      0	   7482	   1d3a	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/temperature/mlx90632.ko
   2386	   1072	      0	   3458	    d82	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/temperature/tsys01.ko
   2653	    992	      0	   3645	    e3d	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/temperature/maxim_thermocouple.ko
   1390	    832	      0	   2222	    8ae	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/buffer/industrialio-buffer-cb.ko
   1625	    856	      0	   2481	    9b1	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/buffer/kfifo_buf.ko
   1151	    844	      0	   1995	    7cb	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/buffer/industrialio-triggered-buffer.ko
   1699	    856	      0	   2555	    9fb	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/buffer/industrialio-hw-consumer.ko
   3936	    880	      0	   4816	   12d0	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/iio/dummy/iio_dummy.ko
  73959	   8093	     48	  82100	  140b4	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/infiniband/ulp/ipoib/ib_ipoib.ko
  31804	   1664	    152	  33620	   8354	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/infiniband/ulp/iser/ib_iser.ko
  15535	   2869	      0	  18404	   47e4	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/infiniband/ulp/opa_vnic/opa_vnic.ko
  39986	   3059	     76	  43121	   a871	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/infiniband/ulp/srp/ib_srp.ko
  33620	   4142	     32	  37794	   93a2	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/infiniband/ulp/srpt/ib_srpt.ko
  32555	   1232	     20	  33807	   840f	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/infiniband/ulp/isert/ib_isert.ko
  72917	  22661	     36	  95614	  1757e	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/infiniband/sw/rxe/rdma_rxe.ko
  54344	   9692	      8	  64044	   fa2c	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/infiniband/sw/rdmavt/rdmavt.ko
  84121	   3671	      8	  87800	  156f8	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/infiniband/hw/bnxt_re/bnxt_re.ko
 141851	   3360	    200	 145411	  23803	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/infiniband/hw/nes/iw_nes.ko
 147069	   7342	     48	 154459	  25b5b	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/infiniband/hw/mlx4/mlx4_ib.ko
 100206	   2257	    108	 102571	  190ab	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/infiniband/hw/mthca/ib_mthca.ko
  64421	   1980	      8	  66409	  10369	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/infiniband/hw/ocrdma/ocrdma.ko
 147111	  25734	    108	 172953	  2a399	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/infiniband/hw/cxgb4/iw_cxgb4.ko
  84384	  20174	    120	 104678	  198e6	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/infiniband/hw/cxgb3/iw_cxgb3.ko
  71938	   6252	      8	  78198	  13176	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/infiniband/hw/qedr/qedr.ko
  49544	   1897	     40	  51481	   c919	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/infiniband/hw/usnic/usnic_verbs.ko
 151175	   1852	    108	 153135	  2562f	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/infiniband/hw/i40iw/i40iw.ko
 176118	  13919	     56	 190093	  2e68d	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/infiniband/hw/mlx5/mlx5_ib.ko
 302257	   6957	    320	 309534	  4b91e	vanilla-modules/lib/modules/4.18.20-ubuntu-vanilla/kernel/drivers/infiniband/hw/qib/ib_qib.ko
